slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
blockworks,Blockworks,blockworks.png,"Crypto information and analytics platform delivering research, market insights, and events for investors, operators, and institutions.","https://blockworks.com/",,blockworks,,,,company/the-blockworks-group,,FALSE,
blowfish,Blowfish,blowfish.png,Protects Web3 users by analyzing transactions to identify and block malicious activity in real-time,"https://blowfish.xyz/","https://docs.blowfish.xyz/",blowfishxyz,blowfishxyz,,,,,FALSE,
blueprint,Blueprint,blueprint.png,"Development environment for TON blockchain offering project creation, testing, and smart contract deployment","https://github.com/ton-org/blueprint",,,ton-org/blueprint,,,,,FALSE,
bluzelle,Bluzelle,bluzelle.png,"It is web3 storage that ensure creators can control their intellectual property free from gatekeepers","https://www.bluzelle.com/storage",,,,,,,,FALSE,
bnb-chain,BNB Chain,bnb-chain.png,"Multichain blockchain ecosystem comprising BNB Smart Chain (EVM-compatible L1), opBNB (L2 scaling solution), and BNB Greenfield (decentralized storage network), with developer tools, grant programs, and a broad DeFi and DApp ecosystem.","https://www.bnbchain.org/en","https://docs.bnbchain.org/",BNBCHAIN,bnb-chain,bnbchain,BNBchaincommunity,company/bnbchain,,FALSE,
bonadocs,Bonadocs,bonadocs.png,"Web3 developer tooling platform providing Docgen, interactive contract widgets, protocol registry, and a playground for smart contract integration and collaboration.","https://bonadocs.com/","https://docs.bonadocs.com/",bonadocs,bonadocs,,,company/bonadocs,hello@bonadocs.com,FALSE,
borg-security,Borgsecurity,borgsecurity.png,"It protect data, capital, and critical infrastructure for teams that cannot afford failure","https://www.borgsecurity.io/",,,,,,,,FALSE,
brand-extender,Brand Extender,brand-extender.png,"It enables the creation of fully on-chain derivative NFTs or sets of NFTs, leveraging existing NFT collections with open intellectual property (IP) rights","https://brandextender.io/",,,,,,,,FALSE,
brave,Brave,brave.png,"Built-in crypto wallet in the Brave browser for managing tokens and NFTs, connecting to DApps, and exploring Web3.","https://brave.com/","https://wallet-docs.brave.com",brave,brave,,,company/brave-software,user-support@brave.com,FALSE,
bravepay,BravePay,bravepay.png,"Mobile crypto wallet app licensed by the Bank of Spain, enabling payments with digital assets at merchants, linking of debit and credit cards, and reward earning on purchases.","https://www.bravepay.net/",,BraveCorporati1,,,bravecorporation,company/brave-corporation,,FALSE,
breet,Breet,breet.png,"Crypto platform for individuals and businesses in Africa offering crypto buying, selling, swaps, payments, invoicing, OTC services, and API-based settlement to local bank accounts.","https://breet.io/","https://docs.breet.io/",breetapp,,,breetcommunity,company/inbreetic,support@breet.io,FALSE,
bridge,Bridge,bridge.png,"Stablecoin infrastructure platform for businesses and developers offering payment orchestration, custodial wallets, stablecoin issuance, card programs, and fiat-to-stablecoin money movement through APIs.","https://bridge.xyz/","https://apidocs.bridge.xyz/",StableCoin,,,,company/bridge-apis,support@bridge.xyz,FALSE,
bridgewallet,BridgeWallet,bridgewallet.png,"Self-custody mobile crypto wallet by Swiss fintech Mt Pelerin, offering a personal IBAN for direct bank transfers, fiat payment sending, and non-custodial asset management.","https://www.mtpelerin.com/","https://developers.mtpelerin.com/",mtpelerin,MtPelerin,WErDKTvMr7,mtpelerinchat,company/mt-pelerin,hello@mtpelerin.com,FALSE,
brownie,Brownie,brownie.png,"Python-based development and testing framework for Ethereum smart contracts, supporting compilation, testing, debugging, and deployment of contracts targeting the EVM.",,,BrownieEth,eth-brownie/brownie,,,,,FALSE,
btcdirect,BTCDirect,btcdirect.png,"European crypto broker for buying and selling crypto, business purchases, and large private trades","https://btcdirect.eu/en-eu",,,,,,company/btcdirect,,FALSE,
btfs,BTFS,btfs.png,"It is a next-generation decentralized file storage system built for enterprise-level Web3 applications and AI","https://www.btfs.io/",,,,,,,,FALSE,
bubblemaps,Bubblemaps,bubblemaps.png,"On-chain analytics tool that visually maps token distribution and wallet cluster connections across chains to reveal insider holdings, wallet relationships, and historical token flows","https://bubblemaps.io/","https://docs.bubblemaps.io/iframe/introduction",bubblemaps,,,bubblemaps,,,FALSE,
buildbear,BuildBear,buildbear.png,"Private, shareable EVM sandbox environments for testing and debugging smart contracts against forked mainnet state, with support for custom chain configurations and collaborative testing workflows.","https://www.buildbear.io/","https://www.buildbear.io/docs/",_BuildBear,BuildBearLabs,,Web3_dApp_Developers,company/build-bear,team@buildbear.io,FALSE,
bvnk,BVNK,bvnk.png,"Enterprise stablecoin and fiat payments infrastructure providing on-ramp, off-ramp, custody, and cross-border settlement APIs for fintechs and platforms across 130+ countries.","https://bvnk.com/","https://docs.bvnk.com/",BVNKFinance,,,,company/bvnk,support@bvnk.com,FALSE,
bybit,Bybit,bybit.png,"Global cryptocurrency exchange offering spot, derivatives, and copy trading, with an integrated Web3 wallet for accessing DeFi protocols, NFTs, and DApps across multiple networks.","https://www.bybit.com/","https://bybit-exchange.github.io/docs/v5/intro",,,,,,,FALSE,
cannon,Cannon,cannon.png,"DevOps tool for EVM chains providing a declarative Cannonfile format for testing, deploying, and publishing smart contracts and entire protocol configurations across multiple networks, inspired by Docker and Terraform.","https://usecannon.com/","https://usecannon.com/learn/guides/get-started/setup",usecannon,usecannon,,,,,FALSE,
capstone-disassembler,Capstone Disassembler,capstone-disassembler.png,"Python assembler and disassembler library for the Ethereum Virtual Machine (pyevmasm), providing a command-line utility and Python API for working with EVM bytecode.",,,,crytic/pyevmasm,,,,,FALSE,
celer,Celer,celer.png,Blockchain interoperability protocol enabling cross-chain dApps and token transfers with single-transaction UX,"https://celer.network/","https://cbridge-docs.celer.network/",CelerNetwork,celer-network,Trhab5w,celernetwork,company/celer-network,,FALSE,
certik,Certik,certik.png,"It is the largest Web3 security platform combining formal verification with audits and comprehensive security solutions","https://www.certik.com/",,,,,,,,FALSE,
certora,Certora,certora.png,"Formal verification company providing the Certora Prover for automated specification-based verification of smart contracts, plus mutation testing and audit services.","https://www.certora.com/","https://docs.certora.com/",certora,Certora,certora,,company/certora,,FALSE,
chain-love,Chain.Love,chain-love.png,"Open-source platform for discovering, comparing, and accessing Web3 services including RPCs, indexers, oracles, bridges, and developer tools across multiple blockchain networks, with automated load balancing and real-time performance monitoring.","https://www.chain.love/","https://chain-love.gitbook.io/chain-love-docs/blockchains",chainloveweb3,Chain-Love/chain-love,,chainloveweb3,company/chain-love,,FALSE,
chain-platform,Chain Platform,chain-platform.png,"Multi-tool Web3 platform offering testnet faucets, a crypto price tracker, real-time gas fee monitor, EVM chain directory with RPC endpoints, NFT snapshot tools, and Discord bots.","https://chainplatform.co/",,ChainPlatformCo,,DeRh6zbEyB,ChainPlatformCo,,,FALSE,
chainbase,Chainbase,chainbase.png,"Blockchain data infrastructure platform providing RPC node access across multiple chains (EVM, Aptos, TON, Sui), indexed on-chain data APIs, and developer tools for building AI agents and Web3 applications.","https://chainbase.com/","https://docs.chainbase.com/getting-started/welcome",chainbasehq,chainbase-labs,,,,,FALSE,
chainide,ChainIDE,chainide.png,"AI-powered cloud-based Web3 IDE for writing, testing, and deploying smart contracts across multiple blockchains, eliminating local toolchain setup requirements.","https://chainide.com/","https://docs.chainide.com/",ChainIde,,qv8M29pYwX,ChainIDEdevelopers,,contact@chainide.com,FALSE,
chainlens,Chainlens,chainlens.png,"Blockchain explorer as a service tailored for EVM-compatible networks, offering a user-friendly platform with robust APIs to explore, analyze, and interact with smart contracts, tokens, and transactions.","https://www.chainlens.com/","https://docs.chainlens.com",0xchainlens,,s9kBRyeVKb,+lI4ee8w4y3U2NWM1,,,FALSE,
chainlink,Chainlink,chainlink.png,"Industry-standard oracle platform connecting smart contracts to real-world data, price feeds, and APIs, powering the majority of DeFi with verifiable randomness, automation, and cross-chain interoperability via CCIP.","https://chain.link/","https://docs.chain.link/",chainlink,smartcontractkit,chainlink,chainlinkofficial,company/chainlink-labs,,FALSE,
chainlist,Chainlist,chainlist.png,"Directory of EVM network configurations allowing users and developers to connect wallets and Web3 middleware to the correct Chain ID and Network ID, with support for adding custom RPCs and new chain listings.","https://chainlist.org/","https://sites.google.com/view/chainlistsafe/",,DefiLlama/chainlist,,,,,FALSE,
chainnodes,Chainnodes,chainnodes.png,Web3 infrastructure providing globally distributed RPC nodes with low-latency blockchain connectivity,"https://www.chainnodes.org/","https://www.chainnodes.org/docs",chainnodes,chainnodesorg,,chainnodes,company/chainnodes,,FALSE,
chainport,ChainPort,chainport.png,"Token bridge supporting cross-chain asset transfers across 25+ blockchains including Ethereum, BNB Chain, Polygon, Avalanche, and Arbitrum.","https://www.chainport.io/","https://docs.chainport.io/",chain_port,chainport,,chainport_news,company/chainport,hello@chainport.io,FALSE,
chainsafe,ChainSafe,chainsafe.png,"Open-source blockchain R&D firm building protocol client implementations—Lodestar (Ethereum consensus), Forest (Filecoin in Rust), Gossamer (Polkadot in Go)—alongside infrastructure services, co-development consulting, and Web3 gaming tools.","https://chainsafe.io/",,ChainSafeth,ChainSafe,xSAwrnCWcg,,company/chainsafe-systems,info@chainsafe.io,FALSE,
chainsecurity,Chainsecurity,chainsecurity.png,"It provide comprehensive manual and automated security analysis, helping DeFi protocols and blockchain projects detect critical vulnerabilities and ensure functional correctness","https://www.chainsecurity.com/","https://www.chainsecurity.com/",chain_security,,,,company/chainsecurity,,FALSE,
chainspect,Chainspect,chainspect.png,"Open-access blockchain analytics platform tracking real-time scalability, decentralization, developer activity, and financial metrics across more than 50 networks.","https://chainspect.app/",,chainspect_app,,nnmJf56XYU,chainspect_app,company/chainspect,contact@chainspect.app,FALSE,
chainspot,Chainspot,chainspot.png,"Cross-chain liquidity aggregator supporting swapping and bridging across 37+ EVM and non-EVM chains, combining bridges and DEX aggregators with a proprietary routing engine for optimal-rate cross-chain trades.","https://chainspot.io/","https://docs.chainspot.io/",chainspotIO,,,chainspot_official,,,FALSE,
chainstack,Chainstack,chainstack.png,"Blockchain node API provider for low-latency RPC access across 70+ chains, offering geo-balanced Global Node routing, dedicated nodes, and deep historical data lookups.","https://chainstack.com/","https://docs.chainstack.com/docs/platform-introduction",ChainstackHQ,chainstacklabs,,chainstack,company/chainstack,,FALSE,
chainup-cloud,Chainup Cloud,chainup-cloud.png,"Industrial-grade Web3 infrastructure provider offering public and white-label validator staking, blockchain APIs, liquidity staking, and dedicated nodes across major proof-of-stake networks.","https://cloud.chainup.com/","https://docs.chainupcloud.com/blockchain-api/filecoin/public-apis",chainupcloud,chainupcloud,,ChainUp_cloud,,,FALSE,
chronicle-protocol,Chronicle Protocol,chronicle-protocol.png,"Decentralized oracle protocol originating from MakerDAO, providing cost-efficient verifiable on-chain price feeds secured by a distributed validator network across multiple chains.","https://chroniclelabs.org/","https://docs.chroniclelabs.org/",ChronicleLabs,chronicleprotocol,,,,,FALSE,
cid-checker,CID Checker,cid-checker.png,Filecoin CID Checker tool for verifying whether a specific content identifier (CID) is stored and retrievable on the Filecoin network.,"https://filecoin.tools/",,,,,,,,FALSE,
cidgravity,CIDgravity,cidgravity.png,"Filecoin storage gateway and management platform providing application integrations, distributed storage, continuous verification, dedicated gateways, and APIs for storage onboarding and deal status.","https://www.cidgravity.com/","https://docs.cidgravity.com/",,CIDgravity/CIDgravity-X,,,,,FALSE,
